salary,age,elevel,car,zipcode,credit,brand
63174.14942,80,4-Year College Degree,Subaru,Mid-Atlantic,22963.48672,Acer
113953.2694,76,Less than High School Degree,Kia,Mountain,52765.35364,Sony
117413.4989,71,Less than High School Degree,Chrysler,Mid-Atlantic,14668.34017,Sony
56125.07777,51,High School Degree,Hyundai,Mid-Atlantic,475699.8757,Sony
21459.37097,28,High School Degree,Hyundai,New England,351731.5661,Sony
30194.08603,59,Some College,Dodge,New England,248141.6149,Sony
85612.10989,43,4-Year College Degree,Chevrolet,South Atlantic,58532.59157,Acer
77491.61275,36,Less than High School Degree,BMW,West North Central,166795.1628,Acer
38073.7981,34,"Master's, Doctoral or Professional Degree",Buick,West North Central,231496.085,Sony
144568.1579,70,Less than High School Degree,Ford,New England,340655.4968,Sony
94527.18373,22,Some College,None of the above,East South Central,185902.6538,Acer
49052.44736,78,Some College,Ram,West North Central,14513.4826,Acer
79922.66349,71,4-Year College Degree,Buick,West North Central,415534.7034,Sony
129194.6606,64,4-Year College Degree,Ram,South Atlantic,258304.3946,Sony
115964.662,29,High School Degree,Subaru,New England,323957.9842,Sony
97158.81394,22,Some College,Ram,East South Central,16655.14989,Acer
108248.3642,44,Less than High School Degree,BMW,Mid-Atlantic,340792.5351,Acer
102526.0791,67,High School Degree,None of the above,East South Central,253951.1105,Sony
148862.2518,26,Less than High School Degree,Jeep,Mountain,406113.9166,Sony
131447.1231,20,4-Year College Degree,Lincoln,South Atlantic,190775.7616,Sony
109377.4733,64,High School Degree,Ram,Mountain,488558.8895,Sony
149569.5594,59,Some College,Mitsubishi,West South Central,494524.0122,Sony
135184.9025,36,4-Year College Degree,Toyota,South Atlantic,251270.27,Sony
61599.23648,58,Some College,Jeep,Mid-Atlantic,486891.9299,Sony
68204.67371,22,"Master's, Doctoral or Professional Degree",BMW,East North Central,262374.1878,Acer
93024.59976,44,"Master's, Doctoral or Professional Degree",Dodge,Mid-Atlantic,161780.5579,Acer
75180.03875,39,Less than High School Degree,Jeep,East North Central,4529.739252,Acer
143154.8335,72,"Master's, Doctoral or Professional Degree",Mazda,East North Central,196137.9077,Sony
136694.6529,80,4-Year College Degree,Ram,Mountain,28298.3369,Sony
74607.07683,66,"Master's, Doctoral or Professional Degree",Dodge,East South Central,442236.7634,Acer
108503.3986,80,4-Year College Degree,Chevrolet,West South Central,68091.90143,Sony
99308.92887,64,Some College,Kia,Mountain,64789.69951,Sony
26025.73173,30,High School Degree,Cadillac,Mid-Atlantic,191915.4732,Sony
112794.415,71,High School Degree,Jeep,East South Central,489599.9453,Sony
68047.79651,59,"Master's, Doctoral or Professional Degree",Nissan,Pacific,180995.5211,Sony
46860.7284,56,Some College,Ford,Mountain,359795.8183,Sony
124282.7242,70,Some College,Toyota,New England,76963.69836,Sony
61205.58535,79,Some College,Cadillac,Pacific,495797.4447,Acer
71378.94698,31,4-Year College Degree,Hyundai,Mid-Atlantic,174195.8721,Acer
67017.27216,28,High School Degree,Lincoln,Mid-Atlantic,489440.9974,Acer
134954.4757,28,Some College,None of the above,South Atlantic,10649.03905,Sony
23525.99901,34,Less than High School Degree,Mazda,East North Central,384216.0887,Sony
35080.5669,24,4-Year College Degree,Nissan,South Atlantic,78480.04075,Sony
26907.99347,56,High School Degree,Dodge,Mid-Atlantic,10065.70566,Sony
41436.34172,24,High School Degree,Kia,East South Central,321660.8417,Sony
102250.2354,80,Some College,Jeep,Mid-Atlantic,390215.3235,Sony
99363.36485,72,"Master's, Doctoral or Professional Degree",Buick,Mid-Atlantic,77771.59563,Sony
82940.31755,69,Less than High School Degree,Mazda,West South Central,316804.6375,Sony
47960.89611,57,High School Degree,Subaru,East North Central,410465.4026,Sony
72988.66176,47,"Master's, Doctoral or Professional Degree",Kia,New England,188236.0099,Sony
62215.10951,20,4-Year College Degree,Dodge,Pacific,161141.486,Acer
114565.8226,29,High School Degree,Ford,West North Central,371337.2421,Sony
24755.25067,61,Some College,Hyundai,South Atlantic,397583.6523,Sony
50006.84065,69,High School Degree,Cadillac,West South Central,138831.4026,Acer
38831.28634,33,4-Year College Degree,BMW,New England,42185.03786,Sony
135801.2067,63,Some College,Ram,South Atlantic,75298.00889,Sony
132733.5887,74,Less than High School Degree,Buick,South Atlantic,25688.25326,Sony
97104.70694,41,High School Degree,Mercedes Benz,East South Central,54443.7622,Acer
68033.87723,73,Some College,Nissan,East North Central,388637.7411,Acer
86364.89738,64,"Master's, Doctoral or Professional Degree",Ford,West South Central,166106.3653,Sony
146220.2045,70,High School Degree,Hyundai,Mountain,209793.1175,Sony
65272.56799,37,"Master's, Doctoral or Professional Degree",Cadillac,South Atlantic,165249.3937,Acer
94648.15478,20,Less than High School Degree,Ford,South Atlantic,92790.72606,Acer
44700.29818,49,High School Degree,Chrysler,East North Central,276103.2688,Sony
64151.14566,41,High School Degree,Mercedes Benz,West South Central,35828.21538,Sony
86435.75948,62,High School Degree,Cadillac,South Atlantic,399442.2614,Sony
84715.91339,76,"Master's, Doctoral or Professional Degree",Dodge,West North Central,370672.151,Sony
83280.68058,73,High School Degree,Ram,East South Central,50080.19149,Sony
142116.369,34,"Master's, Doctoral or Professional Degree",Kia,Mountain,218404.5868,Sony
70018.20659,40,4-Year College Degree,Mazda,South Atlantic,135965.7634,Acer
44613.19625,46,Some College,Jeep,Pacific,250542.2812,Sony
110672.4229,64,"Master's, Doctoral or Professional Degree",Jeep,New England,66836.85095,Sony
115905.0079,58,"Master's, Doctoral or Professional Degree",BMW,East South Central,196437.95,Sony
41800.51843,30,High School Degree,Toyota,Mountain,138672.9782,Sony
89459.5894,69,Some College,Honda,East South Central,337016.4378,Sony
65775.92548,62,High School Degree,BMW,Mid-Atlantic,209336.7332,Acer
53394.28697,73,4-Year College Degree,Mercedes Benz,New England,65441.8118,Acer
74970.88354,53,High School Degree,Jeep,West North Central,482622.6653,Acer
31875.92143,22,Some College,Dodge,South Atlantic,176579.9293,Sony
48480.18413,22,4-Year College Degree,Subaru,East South Central,114181.6644,Acer
71398.76486,26,High School Degree,BMW,Mid-Atlantic,268479.8066,Acer
116647.1609,33,High School Degree,Mercedes Benz,West South Central,92474.85752,Sony
148220.4517,57,Some College,Subaru,East North Central,494809.3827,Sony
51179.29175,41,High School Degree,Buick,Mountain,43833.75135,Sony
96120.495,36,Less than High School Degree,Subaru,West South Central,482656.1377,Acer
92127.80018,41,Less than High School Degree,Buick,Mountain,458662.3541,Acer
59064.2604,39,Less than High School Degree,Jeep,West North Central,146985.7497,Sony
36798.99442,65,"Master's, Doctoral or Professional Degree",Ram,East South Central,325111.6095,Acer
67788.71442,70,Some College,BMW,Pacific,188133.0061,Acer
69473.61524,25,High School Degree,Nissan,Mountain,388255.5225,Acer
146854.1369,77,"Master's, Doctoral or Professional Degree",Mitsubishi,Mid-Atlantic,401048.6163,Sony
130912.3629,77,High School Degree,Kia,New England,206480.4006,Sony
39422.5579,51,Some College,Honda,New England,282441.5669,Sony
44721.99907,37,"Master's, Doctoral or Professional Degree",Chrysler,West South Central,449646.9813,Sony
54823.25376,29,High School Degree,Mitsubishi,New England,225312.9561,Acer
100197.0652,80,4-Year College Degree,Nissan,West South Central,136098.2288,Sony
95179.40396,70,4-Year College Degree,Lincoln,South Atlantic,87408.55771,Sony
101050.0059,44,4-Year College Degree,Ram,South Atlantic,180325.458,Acer
133233.3524,35,"Master's, Doctoral or Professional Degree",Dodge,New England,62253.40819,Sony
98114.24707,74,High School Degree,Ford,Pacific,500000.0,Sony
47606.77903,24,4-Year College Degree,None of the above,West South Central,160078.6397,Sony
91814.16308,64,Less than High School Degree,Chevrolet,West North Central,416789.2503,Sony
55741.88727,51,High School Degree,Chevrolet,South Atlantic,485580.9187,Sony
112030.0261,23,Less than High School Degree,Hyundai,Mountain,14728.52763,Sony
109762.7082,40,4-Year College Degree,Subaru,Mid-Atlantic,0.0,Sony
82700.88988,48,"Master's, Doctoral or Professional Degree",None of the above,West North Central,172571.1837,Acer
89770.87484,78,High School Degree,Mitsubishi,East South Central,411069.8974,Sony
81096.95283,51,Less than High School Degree,None of the above,New England,356412.8354,Acer
71570.22503,28,"Master's, Doctoral or Professional Degree",Mitsubishi,Mountain,365859.7491,Acer
42251.20106,52,Less than High School Degree,Kia,Pacific,400892.1963,Sony
150000.0,47,Some College,Jeep,Mountain,500000.0,Sony
67192.63595,66,Some College,Subaru,West South Central,482920.0029,Acer
100518.8771,49,Less than High School Degree,Chevrolet,New England,382460.3382,Acer
69118.02747,67,High School Degree,Nissan,East North Central,14500.56008,Acer
81810.45997,75,4-Year College Degree,Cadillac,East South Central,69176.19199,Sony
26236.20404,77,"Master's, Doctoral or Professional Degree",Mercedes Benz,Mid-Atlantic,287143.7899,Acer
140712.7578,26,High School Degree,Jeep,West South Central,477332.097,Sony
52714.5868,68,Less than High School Degree,Ford,New England,328454.4611,Acer
89473.42558,30,Some College,None of the above,West North Central,143804.4991,Acer
105876.6206,71,Less than High School Degree,Mitsubishi,New England,132523.9994,Sony
144142.9944,41,"Master's, Doctoral or Professional Degree",Ford,Mid-Atlantic,331486.646,Sony
34826.97993,33,Less than High School Degree,Ford,South Atlantic,452745.5898,Sony
81913.48953,59,High School Degree,BMW,West South Central,500000.0,Sony
144738.7957,32,4-Year College Degree,Subaru,Mid-Atlantic,182579.4024,Sony
75863.98688,41,High School Degree,Buick,East South Central,915.104385,Acer
49336.02111,60,Some College,Mitsubishi,East South Central,385103.5778,Sony
50232.856,79,"Master's, Doctoral or Professional Degree",Subaru,East North Central,41221.6867,Acer
69063.16379,35,High School Degree,Toyota,East North Central,214024.0103,Acer
76211.47085,20,4-Year College Degree,Cadillac,Pacific,227642.5499,Acer
116443.4442,25,High School Degree,Nissan,South Atlantic,312560.39,Sony
73820.47912,32,High School Degree,Buick,West South Central,0.0,Acer
46112.48149,49,"Master's, Doctoral or Professional Degree",Cadillac,East South Central,162604.0547,Sony
47977.14939,25,"Master's, Doctoral or Professional Degree",Honda,South Atlantic,424667.183,Sony
20000.0,31,4-Year College Degree,Mercedes Benz,New England,220354.1188,Sony
70947.80209,70,"Master's, Doctoral or Professional Degree",None of the above,New England,463167.5729,Acer
33165.75395,25,4-Year College Degree,Toyota,Mountain,473469.4929,Sony
150000.0,30,4-Year College Degree,BMW,South Atlantic,230113.2161,Sony
124787.4428,55,Less than High School Degree,Jeep,South Atlantic,172788.4237,Sony
60695.8681,56,"Master's, Doctoral or Professional Degree",Mercedes Benz,East South Central,54392.48804,Sony
73780.67299,60,Less than High School Degree,Chrysler,Mountain,293767.6344,Acer
66753.24863,58,"Master's, Doctoral or Professional Degree",Ram,New England,193811.1138,Sony
42163.49568,47,High School Degree,Jeep,South Atlantic,11020.81435,Sony
131032.0131,53,Some College,Subaru,Mid-Atlantic,354710.6469,Sony
28132.23394,53,High School Degree,Mercedes Benz,East South Central,153850.1365,Sony
60644.84945,52,4-Year College Degree,Dodge,East South Central,367642.8316,Sony
61632.22878,24,Some College,Honda,East North Central,27416.40835,Acer
140349.9826,66,4-Year College Degree,Kia,Mid-Atlantic,291904.257,Sony
24056.609,48,"Master's, Doctoral or Professional Degree",Honda,Pacific,415789.6158,Sony
32079.45217,57,High School Degree,Kia,Pacific,313739.2479,Sony
98249.24844,27,Some College,Nissan,West South Central,276974.553,Acer
133496.1524,38,Some College,Mitsubishi,West North Central,440100.2363,Sony
71816.21505,80,"Master's, Doctoral or Professional Degree",Mitsubishi,Mountain,247931.1292,Acer
60968.86089,57,"Master's, Doctoral or Professional Degree",Hyundai,West North Central,365377.9257,Sony
114956.7535,70,4-Year College Degree,Nissan,Pacific,371747.5015,Sony
114136.5826,79,Some College,Subaru,West North Central,29276.73722,Sony
47123.895,22,"Master's, Doctoral or Professional Degree",Chevrolet,South Atlantic,88156.66361,Acer
27572.84789,46,Some College,Chevrolet,South Atlantic,386796.7741,Sony
135545.4059,76,Some College,Mitsubishi,Mid-Atlantic,109201.0813,Sony
146063.7036,32,4-Year College Degree,Kia,Mountain,410091.848,Sony
84199.20562,42,"Master's, Doctoral or Professional Degree",Chevrolet,South Atlantic,22706.51943,Acer
21725.04225,28,Less than High School Degree,Mitsubishi,West South Central,77130.93714,Sony
79730.41848,35,4-Year College Degree,Kia,Mountain,195055.3248,Acer
100125.9744,39,High School Degree,Kia,West South Central,386198.5791,Acer
64681.24781,54,Less than High School Degree,Ram,East South Central,63472.34657,Sony
94282.74545,72,Some College,Toyota,East North Central,325865.3141,Sony
93110.46113,64,Less than High School Degree,Mitsubishi,West South Central,110512.2809,Sony
120941.7694,50,"Master's, Doctoral or Professional Degree",Ram,Mid-Atlantic,0.0,Acer
23557.42138,42,High School Degree,Chevrolet,East South Central,49294.38207,Sony
92114.38519,32,"Master's, Doctoral or Professional Degree",Mazda,East North Central,294060.3267,Acer
102795.1315,43,4-Year College Degree,Chrysler,Pacific,103831.1047,Acer
97260.25647,65,Some College,Cadillac,West South Central,307895.5624,Sony
105939.2318,20,High School Degree,Jeep,Mountain,336914.7167,Sony
108966.8345,45,Less than High School Degree,Hyundai,South Atlantic,88836.05097,Acer
126869.2463,23,"Master's, Doctoral or Professional Degree",Dodge,New England,369352.1217,Sony
84803.53726,60,High School Degree,Chevrolet,Mid-Atlantic,104960.0721,Acer
41115.72064,20,Some College,Dodge,West North Central,385766.8802,Sony
141374.2002,56,High School Degree,Hyundai,South Atlantic,146828.9563,Sony
82285.49475,52,4-Year College Degree,Nissan,East South Central,294360.5959,Acer
110853.2698,69,Less than High School Degree,Subaru,Mountain,188174.6292,Sony
47197.60849,56,"Master's, Doctoral or Professional Degree",Jeep,Mid-Atlantic,94120.185,Sony
112615.7983,47,High School Degree,Ram,East South Central,356177.694,Acer
78534.80828,66,High School Degree,Mercedes Benz,New England,261226.7889,Sony
50365.55449,75,High School Degree,None of the above,East South Central,415583.3877,Acer
41769.34739,55,"Master's, Doctoral or Professional Degree",Hyundai,West North Central,106613.2189,Sony
36674.06366,25,Some College,Buick,East South Central,226329.208,Sony
132762.7279,71,4-Year College Degree,Mercedes Benz,South Atlantic,447685.7555,Sony
115334.5828,78,Less than High School Degree,Dodge,South Atlantic,360268.7818,Sony
81656.61754,69,"Master's, Doctoral or Professional Degree",Dodge,Mountain,246484.8805,Sony
142739.7496,58,Some College,Buick,Mid-Atlantic,500000.0,Sony
67565.97785,59,4-Year College Degree,Subaru,Mountain,351103.6797,Acer
30063.09209,38,4-Year College Degree,Ram,East South Central,109525.184,Sony
128867.4982,39,4-Year College Degree,Nissan,New England,432956.9368,Sony
77104.55083,64,High School Degree,Toyota,Pacific,230521.7755,Sony
34201.44405,38,High School Degree,Ford,Mid-Atlantic,290945.9732,Sony
113501.9525,62,Less than High School Degree,Jeep,West South Central,120013.5524,Sony
119956.8154,47,4-Year College Degree,None of the above,West South Central,135248.1836,Acer
71549.09067,76,Some College,Chevrolet,New England,35333.54006,Acer
44797.99008,36,High School Degree,Mitsubishi,West South Central,73289.72641,Sony
56800.84912,41,4-Year College Degree,Hyundai,Pacific,81421.49976,Sony
25176.04982,52,High School Degree,Ram,East North Central,121750.2113,Sony
86569.40082,35,4-Year College Degree,Hyundai,South Atlantic,197249.1908,Acer
90913.15155,70,High School Degree,Honda,New England,315055.4563,Sony
71359.93331,55,4-Year College Degree,Cadillac,Mountain,97110.9027,Sony
59828.60113,24,High School Degree,Mitsubishi,West South Central,392478.3425,Acer
47721.68567,20,Some College,Mercedes Benz,Mountain,471069.1369,Acer
33553.60706,75,"Master's, Doctoral or Professional Degree",Dodge,Mid-Atlantic,360921.1529,Acer
44320.55462,66,Less than High School Degree,Mazda,West South Central,304956.6919,Acer
104430.6109,65,High School Degree,Honda,Pacific,26268.74717,Sony
76995.37153,53,Less than High School Degree,Dodge,East North Central,446445.0799,Acer
58381.86266,48,High School Degree,Nissan,South Atlantic,250649.9133,Sony
113146.6947,64,4-Year College Degree,Ford,Pacific,58898.70521,Sony
64496.66706,60,4-Year College Degree,Mercedes Benz,Pacific,223953.2311,Sony
52663.62308,53,"Master's, Doctoral or Professional Degree",Subaru,East North Central,125213.2173,Sony
68869.1154,45,Less than High School Degree,Hyundai,East North Central,391280.757,Sony
139169.7303,34,Less than High School Degree,Kia,Mountain,140651.6585,Sony
125644.2809,67,Some College,Nissan,New England,68897.85975,Sony
90376.36658,79,Less than High School Degree,Dodge,New England,210172.6766,Sony
97708.39362,39,"Master's, Doctoral or Professional Degree",Dodge,West North Central,248287.4031,Acer
75414.54844,43,"Master's, Doctoral or Professional Degree",Ford,Pacific,240674.5466,Sony
97309.55564,79,"Master's, Doctoral or Professional Degree",Buick,Pacific,171747.9955,Sony
67409.3731,23,"Master's, Doctoral or Professional Degree",Buick,Mid-Atlantic,394470.4812,Acer
93641.49055,65,"Master's, Doctoral or Professional Degree",Ford,New England,87386.80221,Sony
20590.90703,30,High School Degree,None of the above,East North Central,129379.8874,Sony
82446.54643,54,4-Year College Degree,Mitsubishi,Pacific,481448.8689,Acer
31407.19804,28,Some College,Chevrolet,East North Central,364788.1042,Sony
20000.0,54,4-Year College Degree,Toyota,Mountain,411888.106,Sony
119955.0096,73,Less than High School Degree,Toyota,Pacific,49865.68805,Sony
84477.32675,36,Less than High School Degree,Mazda,Mid-Atlantic,127920.2563,Acer
32300.82366,62,High School Degree,Mazda,West North Central,352652.5202,Acer
100814.8639,60,"Master's, Doctoral or Professional Degree",Lincoln,East South Central,346093.3366,Acer
150000.0,73,Less than High School Degree,Nissan,East North Central,311431.9784,Sony
46737.28726,53,Less than High School Degree,Hyundai,Mid-Atlantic,293567.9539,Sony
144186.458,45,Some College,Mazda,West North Central,199128.3745,Sony
80791.98841,39,High School Degree,Subaru,New England,407034.6809,Acer
72567.31961,49,4-Year College Degree,Honda,Mountain,293437.4055,Acer
91660.10954,75,4-Year College Degree,Ford,East South Central,163918.4537,Sony
90596.05417,33,High School Degree,Mercedes Benz,New England,76244.67596,Acer
88581.27681,67,Some College,BMW,East North Central,111883.3078,Sony
132975.6624,76,"Master's, Doctoral or Professional Degree",Cadillac,Mid-Atlantic,220961.0147,Sony
113435.5723,70,Some College,Buick,South Atlantic,192627.2472,Sony
74482.38597,54,Some College,Cadillac,South Atlantic,142611.5886,Sony
109285.4206,38,Some College,Chrysler,Mountain,91201.76105,Acer
100245.0718,21,Some College,Honda,New England,165115.8862,Sony
55022.04259,53,Less than High School Degree,Ford,East South Central,312333.7458,Sony
130564.5903,35,4-Year College Degree,Mitsubishi,West North Central,235069.8447,Sony
92191.6969,73,Some College,Cadillac,East North Central,210467.1176,Sony
53604.0791,32,"Master's, Doctoral or Professional Degree",Mercedes Benz,West South Central,471144.3489,Acer
124529.1816,23,Some College,Cadillac,West South Central,174802.1621,Sony
70048.21887,41,Less than High School Degree,Lincoln,West North Central,316304.1111,Acer
126586.9292,80,4-Year College Degree,Jeep,Mid-Atlantic,500000.0,Sony
109915.3711,50,"Master's, Doctoral or Professional Degree",Chrysler,Pacific,284859.4812,Acer
140064.9021,79,4-Year College Degree,Dodge,Mountain,240531.6767,Sony
89331.7859,70,"Master's, Doctoral or Professional Degree",Mitsubishi,West North Central,110496.3312,Sony
35466.43959,63,Some College,Subaru,Mid-Atlantic,121426.5954,Acer
141479.8167,69,Some College,Kia,East North Central,240648.831,Sony
65478.37057,41,Less than High School Degree,Jeep,East South Central,342171.0086,Sony
147705.7507,48,4-Year College Degree,BMW,South Atlantic,0.0,Sony
73583.59946,29,4-Year College Degree,BMW,East North Central,68428.50029,Acer
34409.69425,55,4-Year College Degree,None of the above,East North Central,308138.2339,Sony
127684.0898,37,Some College,Subaru,East North Central,444776.7088,Sony
38242.11551,62,Less than High School Degree,BMW,South Atlantic,100196.6579,Acer
142758.3053,41,4-Year College Degree,Chevrolet,South Atlantic,206672.4633,Sony
120167.312,25,Some College,None of the above,West South Central,31208.24886,Sony
29510.94823,54,Some College,Ford,Pacific,256491.3445,Sony
23627.70303,40,Some College,Chrysler,Mid-Atlantic,375205.9413,Sony
55132.34051,36,Some College,Chevrolet,Pacific,481477.0872,Acer
88565.89759,60,High School Degree,None of the above,West South Central,111708.1721,Acer
27054.02926,80,Some College,Lincoln,New England,18472.0595,Acer
136218.0637,57,4-Year College Degree,Hyundai,New England,253317.5127,Sony
139050.757,50,"Master's, Doctoral or Professional Degree",Mercedes Benz,West North Central,158418.7561,Sony
91927.05726,50,High School Degree,Dodge,Mountain,30901.68002,Acer
124139.437,62,Some College,Jeep,South Atlantic,142266.4285,Sony
137064.7413,69,"Master's, Doctoral or Professional Degree",Subaru,South Atlantic,455329.1518,Sony
53902.3172,62,Less than High School Degree,Mercedes Benz,East South Central,257444.1442,Acer
147075.7957,67,4-Year College Degree,Mazda,East North Central,226435.8287,Sony
41213.03623,30,Some College,Lincoln,Mid-Atlantic,321219.4217,Sony
150000.0,73,Some College,Lincoln,Mountain,263921.8344,Sony
82343.15978,28,High School Degree,Chevrolet,East North Central,430762.9853,Acer
122160.2593,50,Some College,Buick,Mountain,303129.7857,Acer
75612.71966,76,"Master's, Doctoral or Professional Degree",Chevrolet,Pacific,187558.557,Sony
102619.288,34,Less than High School Degree,Buick,West North Central,292252.5078,Sony
120015.0241,79,4-Year College Degree,Mitsubishi,New England,352859.7465,Sony
116222.8823,42,High School Degree,Lincoln,East South Central,431378.2523,Acer
103778.2468,78,High School Degree,None of the above,Pacific,483162.4295,Sony
43661.88649,68,4-Year College Degree,Mitsubishi,West South Central,330315.2044,Acer
40512.06369,46,High School Degree,Subaru,Mid-Atlantic,275795.6321,Sony
29237.67709,27,"Master's, Doctoral or Professional Degree",None of the above,West South Central,483525.0354,Sony
30021.71032,29,High School Degree,Mitsubishi,New England,361013.0452,Sony
32792.57097,51,4-Year College Degree,Kia,West North Central,486871.7981,Sony
110219.5249,49,4-Year College Degree,Lincoln,Mountain,377862.4201,Acer
83741.69487,41,High School Degree,Hyundai,West North Central,367048.2416,Acer
107743.2887,58,Some College,Mitsubishi,East South Central,223136.4449,Acer
98096.61533,68,4-Year College Degree,Subaru,East North Central,182229.4236,Sony
51945.59286,71,"Master's, Doctoral or Professional Degree",Honda,New England,433365.8037,Acer
97024.09065,69,"Master's, Doctoral or Professional Degree",Cadillac,New England,383373.0324,Sony
58981.58968,71,High School Degree,Jeep,New England,291707.6067,Acer
42765.88984,72,4-Year College Degree,Buick,Pacific,252662.2116,Acer
108108.5893,54,"Master's, Doctoral or Professional Degree",Chrysler,West North Central,76895.39636,Acer
145620.3879,77,"Master's, Doctoral or Professional Degree",Lincoln,East North Central,348128.022,Sony
137026.934,33,Less than High School Degree,Cadillac,Mountain,10284.29796,Sony
74231.6297,63,High School Degree,Chevrolet,Mid-Atlantic,148961.8831,Sony
123493.5548,72,"Master's, Doctoral or Professional Degree",None of the above,Pacific,315738.2947,Sony
101067.5869,37,4-Year College Degree,Buick,Pacific,100295.0675,Sony
41311.5798,45,Less than High School Degree,None of the above,New England,362388.3256,Sony
45501.67627,74,Some College,Kia,Pacific,448110.9707,Acer
132871.0705,75,4-Year College Degree,Jeep,New England,0.0,Sony
82108.09884,68,"Master's, Doctoral or Professional Degree",Toyota,West South Central,459751.9567,Sony
123611.287,61,"Master's, Doctoral or Professional Degree",Ram,South Atlantic,472998.8803,Sony
81987.81652,43,"Master's, Doctoral or Professional Degree",Mazda,Mid-Atlantic,234149.8637,Acer
78728.72119,55,High School Degree,Buick,East North Central,0.0,Sony
120011.0832,50,High School Degree,Hyundai,West North Central,84989.39873,Acer
91837.92189,70,High School Degree,Mercedes Benz,West North Central,51436.81077,Sony
24566.42041,57,Some College,Ram,West North Central,90550.29568,Sony
94748.45852,31,Less than High School Degree,Ram,Mid-Atlantic,465896.444,Acer
124316.3084,47,4-Year College Degree,Chrysler,Mid-Atlantic,391614.3922,Acer
21757.2883,27,Less than High School Degree,Kia,East North Central,129903.1234,Sony
109329.1117,73,Less than High School Degree,Kia,West South Central,261020.4738,Sony
81309.91175,33,High School Degree,Jeep,East North Central,340554.0295,Acer
37556.29737,47,Less than High School Degree,Mitsubishi,Mountain,328753.2005,Sony
132884.8158,21,High School Degree,Ford,East South Central,190430.7722,Sony
55655.2216,64,4-Year College Degree,Mercedes Benz,West South Central,481153.1553,Acer
35353.37627,78,Some College,Lincoln,East South Central,249724.3961,Acer
93732.03462,30,Less than High School Degree,None of the above,West North Central,417942.577,Acer
89200.97203,80,Some College,Honda,Pacific,92657.31645,Sony
58543.67214,20,4-Year College Degree,Ford,Pacific,344614.9217,Acer
57894.13032,40,Less than High School Degree,Cadillac,West South Central,40886.80794,Sony
135114.4875,55,4-Year College Degree,Honda,New England,34413.13743,Sony
62128.95905,24,"Master's, Doctoral or Professional Degree",Lincoln,East South Central,472819.7446,Acer
87150.79829,42,High School Degree,Subaru,East South Central,266005.3411,Acer
138887.4774,21,"Master's, Doctoral or Professional Degree",Chrysler,West North Central,431307.2248,Sony
106451.9879,21,"Master's, Doctoral or Professional Degree",BMW,Mountain,267716.025,Sony
36488.10498,48,Less than High School Degree,Chevrolet,East North Central,426103.3036,Sony
90565.3674,31,4-Year College Degree,Toyota,Pacific,46301.96783,Acer
31159.63353,56,Some College,Chevrolet,West South Central,104886.3436,Sony
102890.7215,29,Less than High School Degree,Mercedes Benz,Mountain,238190.4868,Sony
26720.75868,25,4-Year College Degree,Hyundai,Pacific,58132.91737,Sony
150000.0,75,Less than High School Degree,Toyota,East North Central,431136.5964,Sony
55647.74018,37,4-Year College Degree,None of the above,West South Central,390968.4874,Acer
36009.04285,47,Less than High School Degree,Nissan,Pacific,328742.0806,Sony
96637.63136,55,High School Degree,Mitsubishi,South Atlantic,192495.9353,Acer
64653.13111,41,Less than High School Degree,Subaru,Mountain,394748.9796,Sony
93185.31956,23,Less than High School Degree,Mitsubishi,East North Central,42617.11311,Acer
34620.83432,28,Less than High School Degree,Mitsubishi,West South Central,333504.9227,Sony
52355.65664,28,4-Year College Degree,Kia,East North Central,169956.3175,Acer
29056.47111,72,"Master's, Doctoral or Professional Degree",Nissan,New England,500000.0,Acer
137513.89,42,Less than High School Degree,Honda,Mid-Atlantic,398964.7015,Sony
107873.075,52,"Master's, Doctoral or Professional Degree",None of the above,East North Central,399404.3735,Acer
42738.67515,31,High School Degree,Mercedes Benz,Mountain,377328.6104,Sony
74733.25066,69,Some College,Mercedes Benz,West South Central,500000.0,Acer
32468.90644,46,"Master's, Doctoral or Professional Degree",BMW,West North Central,179363.3316,Sony
93856.80517,46,High School Degree,Cadillac,East South Central,328522.5203,Acer
111808.2744,37,Some College,BMW,West North Central,51540.70824,Sony
114716.301,32,Less than High School Degree,Dodge,West South Central,214970.9992,Sony
131712.0535,75,4-Year College Degree,Buick,Pacific,308986.9123,Sony
99766.70359,52,Some College,None of the above,Pacific,298787.5937,Acer
119317.5973,62,Some College,Honda,West North Central,189830.1562,Sony
96853.94777,39,4-Year College Degree,Chrysler,West South Central,332782.4707,Sony
40832.90604,22,Some College,Cadillac,East North Central,15914.62101,Sony
69153.16551,32,"Master's, Doctoral or Professional Degree",Hyundai,West North Central,169514.3768,Acer
42175.12727,24,"Master's, Doctoral or Professional Degree",Toyota,West North Central,226401.5238,Sony
148384.9667,32,High School Degree,Mazda,East South Central,459940.4954,Sony
112774.6159,64,4-Year College Degree,Hyundai,East North Central,380354.6748,Sony
98051.66889,61,Some College,Subaru,East North Central,60107.9737,Acer
62385.28906,43,Less than High School Degree,Mitsubishi,West North Central,89820.51617,Sony
122504.5697,20,Less than High School Degree,Chevrolet,West North Central,101691.2358,Sony
144053.4958,33,Less than High School Degree,Toyota,Mid-Atlantic,196050.7318,Sony
130083.2935,48,4-Year College Degree,Mercedes Benz,Mountain,77544.75293,Sony
50876.06543,34,Less than High School Degree,Cadillac,South Atlantic,216692.5927,Acer
